phase,priority,site_num,domain,city,image_path,dimensions,file_size_target,unique,visual_description,status,notes
"3 — Location (city-specific, one per location page)",442,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-13-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 13 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",443,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-14-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 14 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",444,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-15-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 15 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",445,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-16-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 16 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",446,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-17-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 17 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",447,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-18-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 18 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",448,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-19-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 19 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",449,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-20-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 20 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",450,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-21-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 21 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",451,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-22-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 22 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",452,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-23-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 23 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",453,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-24-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 24 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",454,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-25-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 25 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",455,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-26-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 26 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",456,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-27-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 27 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",457,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-28-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 28 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",458,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-29-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 29 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",459,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-30-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 30 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",460,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-31-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 31 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",461,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-32-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 32 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",462,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-33-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 33 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",463,15,lovelandleak repairpros.com,Loveland,images/locations/downtown-loveland.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Downtown Loveland — main street or recognizable landmark,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",464,15,lovelandleak repairpros.com,Loveland,images/locations/north-loveland.jpg,800 x 500 px,< 120 KB,YES — must show actual location,North Loveland residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",465,15,lovelandleak repairpros.com,Loveland,images/locations/south-loveland.jpg,800 x 500 px,< 120 KB,YES — must show actual location,South Loveland residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",466,15,lovelandleak repairpros.com,Loveland,images/locations/neighborhood-04-loveland.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Loveland neighborhood 4 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",467,15,lovelandleak repairpros.com,Loveland,images/locations/neighborhood-05-loveland.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Loveland neighborhood 5 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",468,15,lovelandleak repairpros.com,Loveland,images/locations/neighborhood-06-loveland.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Loveland neighborhood 6 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",469,15,lovelandleak repairpros.com,Loveland,images/locations/neighborhood-07-loveland.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Loveland neighborhood 7 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",470,15,lovelandleak repairpros.com,Loveland,images/locations/neighborhood-08-loveland.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Loveland neighborhood 8 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",471,15,lovelandleak repairpros.com,Loveland,images/locations/neighborhood-09-loveland.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Loveland neighborhood 9 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
